,Bhasan Char,Illegal Activity,People Leaving,Myanmar Rights Views,Mental Health,Trust,Access to Help,Personal Support,Violence,Camp Condition,Sex,How satisfied are you with the level of hygiene and sanitation in the camp?,"Do you think there are enough healthcare facilities for Rohingya (like aid station, health centre, hospital)?",How satisfied are you with the quality of healthcare you and your family are receiving in the camp?,Do you think you are able to exercise your religion freely in the camp?,"How satisfied are you with the number of religious facilities (like madrasas, mosques) in the camp?",Do you think there are enough educational opportunities for Rohingya children below the age of 12 in the camp?,Do you think there are enough educational opportunities for Rohingya adolescents (between 12 and 18 years old) in the camp?,Do you think there are enough educational opportunities for Rohingya adults (older than 18 years old) in the camp?,How satisfied are you with the quality of education you and your family are receiving in the camp?,How satisfied are you with the number of job opportunities available to Rohingya adults in the camp?,How satisfied are you with the income your family makes in the camp?,How do you mostly hear about the news?,Do you consider any Bangladeshis as your friends?,Do you believe Rohingya and Bangladeshis can be good friends?,Do you think that there are Rohingya families who have married their daughter off to Bangladeshi boys/men?,Do you personally know any Rohingya family who has married their daughter off to a Bangladeshi boy/man?,How often do you talk with Rohingya people outside Bangladesh and Myanmar?,How often do you talk with others (non-Rohingya people) outside Bangladesh and Myanmar?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Where do you think you will be in six months from now?,How do you feel about the future?
378,0,1,3,0,0,3,0,3,4,2,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
379,0,1,0,0,2,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,1,0,0,2,0,0,3,1
380,0,1,0,0,0,0,0,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
381,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,1,0,0,2,0,0,3,1
382,0,1,0,0,0,0,0,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,2,2,0,0,3,1
383,0,1,0,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
384,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
385,0,1,2,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
386,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
387,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,3,3
388,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,1,0,2,2,0,0,1,0,0,2,0,1,1,3
389,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,3,3
390,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,0,3,3
391,0,1,1,2,3,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
392,0,1,4,2,0,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,3,2,0,1,3,3
393,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,1,3,3
394,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
395,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
396,0,1,1,2,2,2,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,0,3,2,2,0,0,1,0,0,2,0,0,3,3
397,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,0,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,1,3
398,0,1,1,2,1,5,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,3,3
399,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
400,0,1,2,2,0,3,3,1,4,2,1,4,2,3,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,2,2,0,2,1,2
401,0,1,5,1,0,6,3,3,3,0,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,3,3
402,3,1,1,1,0,0,2,3,4,2,1,4,2,3,2,3,2,0,0,1,1,1,3,0,2,0,0,6,0,2,2,0,1,8,3
403,0,1,1,1,3,3,1,1,3,0,1,4,2,3,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,0,9,4
404,0,1,0,1,0,2,3,1,3,2,1,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,1,3,2
405,3,1,1,1,0,3,2,1,3,2,1,4,2,1,2,4,2,0,0,3,0,1,3,0,2,0,0,2,0,0,2,0,2,9,3
406,0,1,1,1,3,0,2,3,3,1,1,4,2,1,2,4,2,0,0,3,1,1,3,0,0,0,0,0,0,0,2,0,2,3,3
407,0,1,1,1,0,6,2,1,0,1,1,3,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,1,9,4
408,0,1,0,1,2,1,0,4,4,2,1,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,3,3
409,0,1,1,0,3,3,3,3,3,2,1,3,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,0,2,0,0,3,3
410,0,1,1,1,0,3,3,3,4,2,1,3,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,0,2,0,2,9,3
411,0,1,2,0,2,2,3,3,3,0,1,3,2,4,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,2,3,1
412,0,1,2,1,0,0,0,3,0,1,1,3,2,1,2,3,2,0,0,1,1,3,0,2,2,0,0,0,0,3,2,0,2,3,3
413,0,1,1,0,2,2,3,1,4,1,1,4,2,3,2,3,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,9,3
414,0,1,0,0,3,2,3,1,3,0,1,3,2,3,2,3,2,0,0,3,1,1,3,0,2,0,0,0,0,2,0,1,2,3,3
415,0,1,3,1,0,0,3,3,4,2,1,3,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,3,3
416,0,1,1,0,0,0,0,0,0,1,1,4,2,3,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,2,3,3
417,0,1,4,0,0,6,0,3,4,2,1,4,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,2,2,0,0,3,3
418,0,1,2,0,2,4,3,0,3,0,0,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
419,0,1,1,0,0,3,3,1,3,0,0,3,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,0,0,3,2,0,0,3,1
420,0,1,2,0,3,4,0,1,1,0,0,3,2,3,2,4,2,0,0,1,3,3,0,2,2,0,0,0,0,0,2,0,0,3,1
421,0,1,1,0,1,4,3,3,4,0,0,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1
422,0,1,2,0,1,0,3,3,4,0,0,3,2,3,2,4,2,0,0,3,3,1,0,2,2,0,0,0,0,0,2,0,0,3,1
423,0,1,1,0,1,3,3,1,3,0,0,3,2,3,2,4,2,0,0,3,3,3,3,2,2,0,0,0,0,2,2,0,0,3,1
424,0,1,2,0,1,0,0,3,4,2,0,3,2,1,2,4,2,0,0,1,1,1,0,2,2,0,0,3,0,2,2,0,0,3,1
425,0,1,1,0,0,4,0,3,3,0,0,3,2,3,2,4,2,0,0,1,3,1,0,2,2,0,0,1,0,3,2,0,0,3,1
426,0,1,1,0,1,4,3,1,4,0,0,3,2,3,2,4,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,0,3,1
427,0,1,3,0,0,4,3,3,4,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
428,0,1,5,0,0,6,3,3,3,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,0,0,3,1
429,0,1,5,0,1,0,3,1,4,0,0,3,2,3,2,4,2,0,0,1,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
430,0,1,3,0,0,6,3,3,4,0,0,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,3,0,1,0,3,1
431,0,1,2,0,4,3,0,3,4,0,0,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,3,2,0,0,3,1
432,0,1,2,0,0,0,3,3,4,0,0,1,2,3,2,3,2,0,0,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,1
433,0,1,0,0,1,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,0,3,1
434,0,1,1,0,0,2,2,4,2,2,0,3,2,0,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,0,2,0,0,3,2
435,0,1,3,0,2,2,2,4,2,2,0,4,2,3,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,2
436,0,1,0,0,1,0,0,4,2,2,0,3,2,1,2,4,2,0,0,0,0,0,3,0,2,0,0,1,0,0,2,0,0,3,1
437,0,1,0,0,1,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
438,0,1,0,2,0,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
439,0,1,0,0,3,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,0,0,0,2,0,0,3,1
440,0,1,0,0,3,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,0,2,0,1,3,1
441,0,1,0,0,2,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,5,0,2,2,0,0,3,2
442,0,1,0,0,1,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
443,0,1,0,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
444,0,1,1,0,4,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,1,0,2,2,0,0,3,2
445,0,1,1,0,3,2,0,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,3,1
446,0,1,0,0,0,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,3,1
447,0,1,4,2,3,5,1,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
448,0,1,2,2,0,5,1,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
449,0,1,4,2,0,5,1,2,0,1,1,1,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
450,0,1,0,2,0,5,3,2,1,1,1,1,2,1,2,3,2,0,0,1,0,0,4,2,2,0,0,1,0,3,2,0,1,3,3
451,0,1,1,2,1,0,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,3,2,0,1,3,3
452,0,1,0,2,3,0,1,2,0,1,1,1,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
453,0,1,5,2,0,5,1,2,0,1,1,1,2,1,2,3,2,0,0,1,1,1,4,2,2,0,0,1,0,0,2,0,1,3,3
454,0,1,1,2,1,0,1,2,0,1,0,3,2,3,2,3,2,0,0,3,0,0,0,2,2,0,0,1,0,0,2,0,1,3,3
455,0,1,2,2,0,0,3,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,3,2,0,1,1,3
456,0,1,1,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
457,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,1,1,3
458,0,1,5,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,3,2,0,1,1,3
459,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,0,0,0,2,2,0,0,1,0,3,2,0,1,3,3
460,0,1,2,2,0,0,1,2,0,1,1,3,2,1,2,3,2,0,0,1,0,0,3,2,2,0,0,1,0,0,2,0,1,3,3
461,0,1,1,2,1,0,1,2,0,1,0,3,2,3,2,3,2,0,0,3,0,0,3,2,2,0,0,1,0,0,2,0,1,1,3
462,0,1,5,2,3,0,1,2,0,1,0,1,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
463,0,1,1,2,1,0,3,2,0,1,0,1,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
464,0,1,0,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,0,1,3
465,0,1,1,0,3,6,0,3,3,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,0,2,0,0,3,1
466,0,1,1,0,0,4,0,1,3,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
467,0,1,3,0,0,3,0,0,3,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
468,0,1,2,0,0,4,0,1,3,0,0,3,2,1,2,4,2,0,0,1,3,3,0,2,2,0,0,1,0,3,2,0,0,3,1
469,0,1,3,0,2,0,0,3,4,2,0,3,2,1,0,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,2,0,3,1
470,0,1,2,0,4,4,0,3,3,0,0,3,2,1,2,4,2,0,0,3,1,1,0,2,2,0,0,0,0,3,2,0,0,3,1
471,0,1,2,0,3,3,0,0,4,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,0,3,1
472,0,1,2,0,0,0,0,0,4,0,0,3,2,1,2,4,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,0,3,1
473,0,1,2,0,1,6,0,1,3,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
474,0,1,2,0,0,4,0,1,3,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,0,5,1
475,0,1,2,0,0,6,0,0,3,0,0,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
476,0,1,1,0,0,4,0,3,4,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,1,0,0,2,0,0,3,1
477,0,1,1,0,0,4,0,0,3,0,0,3,2,1,2,4,2,0,0,1,3,1,0,2,2,0,0,1,0,0,2,0,0,3,1
478,0,1,0,0,1,2,0,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,2,2,0,0,3,1
479,0,1,0,0,1,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,2,2,0,0,3,1
480,0,1,0,0,0,2,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,3,2,0,1,3,1
481,0,1,0,0,3,6,0,4,2,0,0,3,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,1,0,2,2,0,0,3,1
482,0,1,0,0,3,3,0,4,2,2,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,2,2,0,0,3,1
483,0,1,3,0,3,2,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,0,3,0,2,0,0,5,0,2,2,0,0,3,2
484,0,1,3,0,3,2,2,4,2,2,0,3,2,1,2,4,0,0,0,1,0,1,3,0,2,0,0,1,0,2,2,0,0,3,1
485,0,1,0,0,3,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,0,0,3,0,2,0,0,0,0,0,2,0,0,3,1
486,0,1,0,0,2,2,2,4,2,2,0,4,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,1,0,0,2,0,0,3,1
487,0,1,1,0,3,2,0,4,2,2,0,4,2,1,2,4,2,0,0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,3,1
488,0,1,0,0,3,0,2,4,2,2,0,3,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,2
489,0,1,1,0,4,2,0,4,2,2,0,4,2,1,2,4,2,0,0,1,1,1,0,0,2,0,0,1,0,3,2,0,0,3,1
490,0,1,0,2,1,2,2,4,2,0,0,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,1,0,2,2,0,0,3,1
491,0,1,0,0,0,2,2,4,2,0,0,3,2,1,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,2,2,0,0,3,1
492,0,1,2,1,0,3,2,1,4,2,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,3,3
493,0,1,0,1,3,0,2,3,0,0,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,2,2,0,1,3,3
494,3,1,1,0,2,3,0,0,0,0,1,1,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,9,3
495,0,1,5,0,2,4,0,0,3,2,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,2,2,0,0,3,4
496,0,1,3,0,0,3,3,0,3,0,1,4,2,4,2,3,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,3,3
497,0,1,2,0,2,1,0,0,3,0,1,4,2,4,2,4,2,0,0,3,3,3,3,0,2,0,0,5,0,0,2,0,2,3,3
498,0,1,3,0,3,3,3,0,3,1,1,1,2,1,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
499,0,1,1,0,0,3,2,1,3,1,1,3,2,1,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,9,3
500,0,1,5,0,2,3,2,0,4,2,1,3,2,3,2,4,2,0,0,3,1,1,3,0,0,0,0,0,0,0,2,0,1,0,3
501,0,1,2,0,0,0,0,0,0,0,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,2,3,2
502,0,1,2,0,0,1,0,1,3,0,1,1,2,1,2,3,2,0,0,2,1,0,3,0,0,0,0,0,0,0,2,0,1,6,3
503,0,1,2,0,2,0,3,1,3,2,1,1,2,3,2,4,2,0,0,1,1,3,3,0,2,0,0,0,0,0,2,0,2,1,3
504,0,1,1,0,2,1,0,3,3,1,1,3,2,1,2,4,2,0,0,3,1,1,3,0,0,0,0,2,0,0,2,0,1,9,3
505,3,1,2,1,0,0,2,3,4,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,0,9,3
506,0,1,2,2,0,2,3,1,3,0,1,3,2,3,2,4,2,0,0,1,1,1,3,0,0,0,0,0,0,0,2,0,2,1,2
507,0,1,2,0,2,0,2,0,3,2,1,4,2,4,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,0,3,4
508,0,1,3,0,0,4,0,0,4,2,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,0,2,0,1,3,3
509,0,1,5,0,2,3,2,3,3,2,1,1,2,3,2,4,2,0,0,1,3,1,3,0,2,0,0,2,0,0,2,0,2,1,3
510,0,1,1,0,0,1,0,1,0,0,1,3,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,2,9,3
511,0,1,1,1,0,3,0,1,4,2,1,3,2,1,2,4,2,0,0,1,1,3,0,2,2,0,0,0,0,0,2,0,1,9,3
512,0,1,1,2,1,0,1,2,0,1,0,1,2,1,2,3,2,0,0,1,1,1,0,2,2,0,0,1,0,0,2,0,1,3,3
513,0,1,1,2,1,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
514,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,1,3
515,0,1,1,2,0,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
516,0,1,1,2,2,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
517,0,1,1,0,3,1,0,3,4,0,1,3,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,2,0,0,2,0,2,3,3
518,0,1,2,0,0,3,2,0,3,2,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,3,4
519,0,1,2,0,0,3,3,3,4,0,1,4,2,1,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,2,3,4
520,0,1,2,2,2,4,3,0,3,1,1,3,2,3,2,3,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,1,2
521,0,1,1,1,2,3,3,1,3,0,1,1,2,1,2,3,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,0,9,3
522,0,1,2,0,3,3,0,0,0,1,1,3,2,3,2,4,2,0,0,1,0,1,3,0,2,0,0,0,0,0,2,0,1,1,2
523,0,1,1,0,2,3,0,0,3,1,1,4,2,3,2,4,2,0,0,1,1,0,3,0,2,0,0,2,0,0,2,0,0,3,3
524,0,1,2,2,0,3,2,0,3,1,1,4,2,3,2,4,2,0,0,1,1,1,3,0,2,0,0,0,0,0,2,0,1,1,2
525,0,1,3,2,0,1,0,3,4,0,1,4,2,1,2,4,2,0,0,1,1,1,4,0,2,0,0,0,0,0,2,0,2,3,3
526,0,1,1,0,0,1,0,3,4,0,1,4,2,3,2,4,2,0,0,1,1,0,3,0,0,0,0,2,0,0,2,0,2,3,3
527,0,1,1,1,0,3,0,0,3,2,1,4,2,3,2,4,2,0,0,3,1,1,3,0,2,0,0,0,0,0,2,0,1,9,4
528,0,1,1,1,2,1,0,1,3,2,1,4,2,1,2,4,2,0,0,1,0,0,4,0,2,0,0,0,0,0,2,0,1,3,3
529,0,1,2,0,0,0,3,3,4,0,1,4,2,1,2,4,2,0,0,3,1,1,4,0,2,0,0,2,0,0,2,0,1,3,2
530,0,1,3,2,2,1,0,1,3,0,1,4,2,3,2,4,2,0,0,1,1,0,3,0,2,0,0,0,0,0,2,0,2,10,2
531,0,1,1,0,2,1,0,1,0,1,1,3,2,0,2,4,2,0,0,1,1,3,3,2,2,0,0,0,0,0,2,0,1,9,3
532,3,1,1,1,0,3,2,1,4,2,1,4,2,1,2,4,2,0,0,1,1,0,4,0,2,0,0,0,0,0,2,0,1,9,3
533,0,1,1,1,2,3,3,3,3,2,1,4,2,1,2,4,2,0,0,3,1,0,3,0,2,0,0,0,0,0,2,0,1,3,3
534,0,1,2,0,0,1,0,1,4,0,1,4,2,3,2,4,2,0,0,3,1,3,3,2,2,0,0,0,0,0,2,0,2,9,3
535,0,1,4,2,0,0,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
536,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
537,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
538,0,1,4,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,3,3
539,0,1,4,2,2,0,1,2,0,1,0,3,2,1,2,3,2,0,0,3,3,3,0,2,2,0,0,1,0,0,2,0,1,1,3
540,0,1,4,2,3,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
541,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,0,3,3
542,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
543,0,1,1,2,1,5,1,2,0,1,0,3,2,1,2,3,2,0,0,1,1,1,3,2,2,0,0,1,0,0,2,0,1,3,3
544,0,1,4,2,0,0,1,0,0,1,0,3,2,1,2,3,2,0,0,3,1,0,0,2,2,0,0,1,0,0,2,0,1,1,3
545,0,1,1,2,0,5,1,2,1,1,0,3,2,1,2,3,2,0,0,1,1,0,3,2,2,0,0,1,0,0,2,0,1,3,3
546,0,1,2,0,0,4,0,1,3,0,1,3,2,3,2,4,2,0,0,1,1,1,3,2,2,0,0,0,0,0,2,0,0,3,1
547,0,1,3,0,1,0,0,4,3,0,0,1,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,0,1,0,3,1
548,0,1,2,0,3,3,0,0,3,0,1,3,2,3,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
549,0,1,3,0,0,4,0,3,3,2,1,3,2,1,2,4,2,0,0,1,3,1,2,2,2,0,0,0,0,0,0,1,0,3,1
550,0,1,2,0,2,4,0,4,2,0,0,1,2,1,2,4,2,0,0,1,1,3,0,2,2,0,0,0,0,3,2,0,0,3,1
551,0,1,2,0,0,4,0,3,3,0,0,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,3,2,0,0,3,1
552,0,1,1,0,2,3,0,3,3,0,0,3,2,1,2,4,2,0,0,1,3,1,0,2,2,0,0,0,0,0,2,0,0,3,1
553,0,1,3,0,0,6,2,0,4,0,1,3,2,3,2,4,2,2,2,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
554,0,1,2,0,0,6,0,0,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
555,0,1,0,2,1,0,3,3,4,0,0,3,2,1,2,4,2,0,0,1,3,3,3,2,2,0,0,1,0,3,2,0,0,3,1
556,0,1,2,0,1,4,3,3,4,0,0,3,2,1,2,4,2,2,2,3,3,1,3,2,2,0,0,1,0,0,2,0,0,3,1
557,0,1,2,0,0,0,3,0,4,0,1,3,2,1,2,4,2,0,0,1,3,1,3,2,2,0,0,0,0,0,2,0,0,3,1
558,0,1,2,0,4,0,0,3,4,0,0,3,2,1,2,4,2,0,0,3,1,1,0,2,2,0,0,1,0,1,0,1,0,3,1
559,0,1,2,0,2,4,3,3,4,0,0,3,2,1,2,3,2,0,0,1,3,1,3,2,2,0,0,1,0,0,2,0,0,5,1
560,0,1,2,0,0,4,3,3,3,0,1,3,2,1,2,4,2,0,0,3,1,1,3,2,2,0,0,0,0,0,0,1,0,3,1
561,0,1,2,0,0,0,3,3,3,0,1,3,2,1,2,4,2,0,0,3,3,1,3,2,2,0,0,0,0,0,2,0,0,7,1
